"City","City_latitude","City_longitude","State","Airport","Airport_latitude","Airport_longitude","iata_code"
"Tadikalapudi","16.5356","81.1033","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Porumamilla","15.0167","78.9833","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Agiripalle","16.6833","80.65","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chennur","14.5667","78.8","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Anantapalle","16.9767","81.4442","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kolluru","16.1847","80.7961","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Vontimitta","14.3833","79.0333","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Penugonda","16.6547","81.7445","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Patapatnam","18.75","84.0833","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Udayagiri","14.8667","79.3167","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kasimkota","17.6736","82.9634","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Dubacherla","16.9116","81.3569","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Narendrapatnam","17.0964","81.8812","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kolakaluru","16.3052","80.6182","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Antarvedi","16.3333","81.7333","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Ernagudem","16.9989","81.5061","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Vatluru","16.7009","81.0525","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Vemuladivi","16.3408","81.6958","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chilamatturu","13.8394","77.7039","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kambaduru","14.3575","77.2186","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Vipparla","16.3023","79.9373","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bugganipalle","15.4741","78.175","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Maddikera","15.25","77.417","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Undi","16.6","81.4667","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bhanumukkala","15.3119","78.2277","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Peddaboddepalle","17.6606","82.6296","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Mulakaledu","14.3648","76.9267","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Billapadu","16.6364","80.9661","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pyapali","15.2669","77.7611","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Tondangi","17.25","82.4667","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Cumbum","15.5667","79.1167","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Gurramkonda","13.7833","78.5833","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Putaparti","14.166","77.811","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Peddapalle","14.4046","78.9456","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Damalcheruvu","13.4833","79.05","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chipurupalle","18.3","83.5667","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Devarapalle","17.03","81.37","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kankipadu","16.45","80.7833","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Vemuluru","16.9337","81.8057","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Holalagondi","15.4873","77.0464","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Paniem","15.5167","78.35","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kottacheruvu","14.1886","77.7658","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Relangi","16.705","81.647","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Gundlapelle","16.4102","79.8813","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nagireddipalli","14.2701","79.1013","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Gavinivaripalem","15.8378","80.4315","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pakala","15.2694","80.072","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Alur","15.3942","77.2264","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Mutyalapalle","16.4019","81.5703","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Karempudi","16.4333","79.7167","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Penuganchiprolu","16.9033","80.2356","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Muttukuru","14.2667","80.1","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kottavalasa","17.9","83.2","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Viraghattam","18.6833","83.6","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Anantarazupeta","14.0014","79.3319","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Unguturu","16.823","81.4238","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bikkavolu","16.95","82.05","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chebrolu","16.8206","81.4048","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nallagunta","16.5763","80.6854","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Katravulapalle","17.1277","82.0831","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Antarvedipalem","16.3319","81.732","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Uttukkottai","13.3354","79.898","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Brahmanandapuram","16.9583","82.0056","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kubadupuram","16.468","79.9539","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Polukallu","15.8284","77.7431","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Linganaboyinacherla","16.3961","81.6598","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Polavaram","17.2479","81.6432","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Iskapalli","14.7363","80.0981","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Arugollu","16.8253","81.5775","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kodigenahalli","13.8608","77.4792","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Palkur","15.4144","78.2507","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bodagudipadu","14.7385","79.8602","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Tummalapenta","15.0278","78.0234","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Vempalle","13.5382","78.4604","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bhimadolu","16.8144","81.2617","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Rayapalle","16.2828","81.2504","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Razole","16.4743","81.8402","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Duvva","16.7792","81.6242","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Janapadu","16.4617","79.8699","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Gudikallu","15.7441","77.476","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nallajerla","16.95","81.4","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chinna Mushidivada","17.8057","83.2033","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Amaravati","16.573","80.358","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chimalapadu","16.8902","80.6505","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Paruchuru","15.967","80.275","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Mangalapur","13.6245","79.5803","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Vemulapudi","17.6087","82.6138","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Undrajavaram","16.7866","81.6997","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Aginiparru","16.6817","80.7839","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Doddipatla","16.5167","81.8436","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kathevaram","16.261","80.636","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bondada","16.5295","81.4549","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Hissaramuruvani","15.771","77.4194","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Penamaluru","16.4681","80.7194","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Rajupalem","15.1385","79.996","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Medapadu","17.0044","82.1001","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Gurlapeta","18.1167","83.4167","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Peddavadlapudi","16.4098","80.6114","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kalikiri","13.6333","78.8","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pandireddigudem","16.8","81.3167","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Peddakurapadu","16.4833","80.2667","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Dammennu","16.8255","81.7079","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kollipara","16.2877","80.7519","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Lingamparti","17.2827","82.1231","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Uppada","17.0833","82.3333","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Mulakaluru","16.2776","80.0672","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Lakkavaram","17.0628","81.2919","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kachavaram","16.5361","79.7187","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Atmakuru","14.6452","77.3554","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pentapadu Kasba","16.7804","81.5254","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Ganapavaram","15.9232","80.5856","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Venkatagirikota","13.0012","78.4795","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nandyalampeta","14.7218","78.8083","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chodavaram","17.438","81.7781","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chinna Gollapalem","16.3701","81.5322","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Jami","18.05","83.2667","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Duvvuru","14.8333","78.65","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Obalapuram","14.8","78.783","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Madugula","17.9167","82.8","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Battulapalle","14.5167","77.7833","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kotturu","17.2958","82.4752","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Ponduru","18.3508","83.7567","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Parigi","13.9069","77.4572","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Belagal","15.8183","77.6702","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Karedu","15.1833","80.0667","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Coringa","16.8","82.2333","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Zuvvaladinne","14.808","80.0705","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Zaladanki","14.8843","79.9125","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Guruvarajukuppam","13.1125","79.5472","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kolattur","13.3295","79.4797","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Buttayagudem","17.2089","81.3014","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Melavayi","13.9397","77.2256","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Yenkuvarigudem","17.2055","81.1598","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chamarru","16.65","80.1333","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Sabbavaram","17.79","83.123","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bukkapatnam","14.2","77.8","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pulakurti","15.7502","77.7091","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Anndevarapeta","17.0937","81.5799","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Papampeta","14.6855","77.578","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pittalavanipalem","15.9686","80.6054","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Karvetnagar","13.4167","79.45","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Velivennu","16.5034","81.4116","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pinneli","16.5689","79.8334","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Ramachandrapuram","16.5689","81.6645","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Doranala","15.9","79.1","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kaviti","19.0167","84.6833","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pata Putrela","17.0173","80.7137","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Tetagunta","17.314","82.443","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Mandasa","18.8683","84.463","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Tanakallu","13.92","78.18","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kirikera","13.769","77.4841","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chinna Orampadu","14.0613","79.2671","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Enamadala","16.2281","80.3306","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Gundugolanu","16.7833","81.2333","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Prattipadu","17.2333","82.2","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pedda Vegi","16.7708","81.1039","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Denduluru","16.4527","81.0951","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kalipatnam","16.3904","81.5295","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Allur","14.68","80.06","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Owk","15.2167","78.1167","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kornepadu","16.2444","80.3857","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Sher Muhammadpuram","18.2997","83.8331","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Murukondapadu","15.9174","80.4131","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Ganapavaram","16.7","81.4667","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chintapalle","16.8936","80.1387","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nandimandalam","14.4052","78.5246","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kautalam","15.7711","77.1239","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Karanchedu","15.8823","80.317","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bayyanagudem","17.125","81.3628","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Narasapuram","17.1016","81.0765","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nandavaram","16.017","77.531","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kunkalagunta","16.2969","79.8866","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chebrolu","16.1967","80.525","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Rayavaram","17.3608","81.753","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Tummalacheruvu","16.5246","79.7988","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kurabalakota","13.65","78.4833","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Gopalapuram","17.1007","81.5406","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Jidigunta","16.9098","81.8553","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Krosuru","16.55","80.1331","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chennur","14.1473","79.8477","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Sunkarevu","16.39","81.85","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kundurpi","14.2833","77.0333","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Satyavedu","13.437","79.956","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Rupenaguntla","16.3043","79.9991","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kalakada","13.8167","78.8","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pallipattu","13.3361","79.4413","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Gundrajukuppam","13.3406","79.5687","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Yalluru","15.3063","78.4559","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Konakondla","15.1053","77.364","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Cherlagandlapalem","16.0069","80.6117","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Iskapalem","14.5416","79.8925","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kovurupalli","14.7772","79.9999","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Narayanavanam","13.42","79.58","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chintakunta","14.6476","78.469","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Talupula","14.25","78.2667","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kummarapurugupalem","16.3653","81.6192","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Budili","13.9353","77.7355","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Tadepalle","16.8454","81.4966","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Guntupalle","16.568","80.548","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Arambakkam","13.5258","80.071","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Potukonda","17.2708","81.754","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nagalapuram","13.3889","79.7967","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Palukudoddi","15.8504","77.6753","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Murapaka","18.2282","83.7926","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Duggirala","16.3271","80.628","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Bhattiprolu","16.1026","80.7807","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Pata Ellamilli","16.8473","81.4884","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Elchuru","16.0813","79.9269","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Sankhavaram","17.2704","82.3445","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Perali","15.886","80.547","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Rolla","13.8331","77.1","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Chinna Annaluru","14.8913","79.6761","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Edlapadu","16.1007","80.1339","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Ramabhadrapuram","18.5","83.2833","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nallamada","14.2164","77.9944","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Kalavapudi","16.4623","81.3887","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
"Nadendla","16.175","80.1861","Andhra Pradesh","Kadapa Airport","14.51","78.772778","CDP"
